;Zeit;L Aeq, T=1s;L AFmax, T=1s;
;18.01.2016   09:27:21;51,8 dB(A);52,8 dB(A);
;18.01.2016   09:27:22;51,8 dB(A);52,0 dB(A);
;18.01.2016   09:27:23;51,7 dB(A);51,8 dB(A);
;18.01.2016   09:27:24;51,4 dB(A);51,8 dB(A);
;18.01.2016   09:27:25;51,1 dB(A);51,5 dB(A);
;18.01.2016   09:27:26;51,1 dB(A);51,5 dB(A);
;18.01.2016   09:27:27;52,0 dB(A);52,7 dB(A);
;18.01.2016   09:27:28;51,8 dB(A);52,3 dB(A);
;18.01.2016   09:27:29;54,4 dB(A);56,5 dB(A);
;18.01.2016   09:27:30;51,6 dB(A);52,4 dB(A);
;18.01.2016   09:27:31;51,0 dB(A);51,4 dB(A);
;18.01.2016   09:27:32;53,2 dB(A);55,2 dB(A);
;18.01.2016   09:27:33;51,9 dB(A);52,7 dB(A);
;18.01.2016   09:27:34;51,8 dB(A);52,1 dB(A);
;18.01.2016   09:27:35;51,5 dB(A);51,9 dB(A);
;18.01.2016   09:27:36;53,5 dB(A);55,8 dB(A);
;18.01.2016   09:27:37;52,2 dB(A);54,0 dB(A);
;18.01.2016   09:27:38;51,5 dB(A);51,7 dB(A);
;18.01.2016   09:27:39;51,2 dB(A);51,5 dB(A);
;18.01.2016   09:27:40;51,0 dB(A);51,2 dB(A);
;18.01.2016   09:27:41;54,4 dB(A);57,6 dB(A);
;18.01.2016   09:27:42;57,7 dB(A);59,3 dB(A);
;18.01.2016   09:27:43;51,6 dB(A);52,2 dB(A);
;18.01.2016   09:27:44;51,4 dB(A);51,7 dB(A);
;18.01.2016   09:27:45;51,2 dB(A);51,6 dB(A);
;18.01.2016   09:27:46;51,0 dB(A);51,3 dB(A);
;18.01.2016   09:27:47;54,0 dB(A);55,3 dB(A);
;18.01.2016   09:27:48;55,9 dB(A);57,7 dB(A);
;18.01.2016   09:27:49;52,3 dB(A);52,8 dB(A);
;18.01.2016   09:27:50;52,0 dB(A);52,5 dB(A);
;18.01.2016   09:27:51;51,7 dB(A);52,4 dB(A);
;18.01.2016   09:27:52;54,2 dB(A);58,6 dB(A);
;18.01.2016   09:27:53;52,2 dB(A);53,6 dB(A);
;18.01.2016   09:27:54;52,2 dB(A);53,0 dB(A);
;18.01.2016   09:27:55;55,0 dB(A);57,2 dB(A);
;18.01.2016   09:27:56;54,3 dB(A);57,0 dB(A);
;18.01.2016   09:27:57;52,3 dB(A);52,5 dB(A);
;18.01.2016   09:27:58;52,2 dB(A);52,7 dB(A);
;18.01.2016   09:27:59;52,1 dB(A);52,4 dB(A);
;18.01.2016   09:28:01;54,2 dB(A);56,5 dB(A);
;18.01.2016   09:28:02;54,5 dB(A);55,9 dB(A);
;18.01.2016   09:28:03;52,2 dB(A);53,1 dB(A);
;18.01.2016   09:28:04;53,3 dB(A);55,7 dB(A);
;18.01.2016   09:28:05;52,5 dB(A);52,9 dB(A);
;18.01.2016   09:28:06;54,4 dB(A);56,1 dB(A);
;18.01.2016   09:28:07;52,7 dB(A);53,3 dB(A);
;18.01.2016   09:28:08;52,1 dB(A);52,7 dB(A);
;18.01.2016   09:28:09;52,3 dB(A);52,8 dB(A);
;18.01.2016   09:28:10;52,3 dB(A);53,1 dB(A);
;18.01.2016   09:28:11;52,2 dB(A);52,6 dB(A);
;18.01.2016   09:28:12;52,0 dB(A);52,3 dB(A);
;18.01.2016   09:28:13;52,3 dB(A);52,5 dB(A);
;18.01.2016   09:28:14;53,6 dB(A);54,3 dB(A);
;18.01.2016   09:28:15;56,6 dB(A);57,4 dB(A);
;18.01.2016   09:28:16;56,3 dB(A);57,7 dB(A);
;18.01.2016   09:28:17;54,9 dB(A);55,8 dB(A);
;18.01.2016   09:28:18;51,5 dB(A);52,4 dB(A);
;18.01.2016   09:28:19;51,2 dB(A);51,5 dB(A);
;18.01.2016   09:28:20;51,3 dB(A);51,7 dB(A);
;18.01.2016   09:28:21;51,2 dB(A);51,6 dB(A);
;18.01.2016   09:28:22;51,0 dB(A);51,9 dB(A);
;18.01.2016   09:28:23;51,1 dB(A);51,9 dB(A);
;18.01.2016   09:28:24;50,9 dB(A);51,5 dB(A);
;18.01.2016   09:28:25;50,7 dB(A);51,2 dB(A);
;18.01.2016   09:28:26;50,7 dB(A);51,1 dB(A);
;18.01.2016   09:28:27;51,0 dB(A);51,6 dB(A);
;18.01.2016   09:28:28;51,3 dB(A);51,6 dB(A);
;18.01.2016   09:28:29;51,5 dB(A);51,8 dB(A);
;18.01.2016   09:28:30;51,3 dB(A);51,7 dB(A);
;18.01.2016   09:28:31;51,5 dB(A);52,2 dB(A);
;18.01.2016   09:28:32;52,1 dB(A);52,7 dB(A);
;18.01.2016   09:28:33;52,0 dB(A);53,3 dB(A);
;18.01.2016   09:28:34;55,3 dB(A);56,7 dB(A);
;18.01.2016   09:28:35;52,2 dB(A);54,0 dB(A);
;18.01.2016   09:28:36;52,1 dB(A);52,9 dB(A);
;18.01.2016   09:28:37;51,2 dB(A);51,8 dB(A);
;18.01.2016   09:28:38;52,0 dB(A);52,7 dB(A);
;18.01.2016   09:28:39;51,8 dB(A);52,3 dB(A);
;18.01.2016   09:28:40;51,6 dB(A);53,4 dB(A);
;18.01.2016   09:28:41;55,3 dB(A);58,1 dB(A);
;18.01.2016   09:28:42;57,2 dB(A);59,5 dB(A);
;18.01.2016   09:28:43;52,2 dB(A);53,8 dB(A);
;18.01.2016   09:28:44;52,2 dB(A);53,8 dB(A);
;18.01.2016   09:28:45;51,5 dB(A);51,8 dB(A);
;18.01.2016   09:28:46;52,5 dB(A);54,3 dB(A);
;18.01.2016   09:28:47;51,3 dB(A);51,7 dB(A);
;18.01.2016   09:28:48;51,6 dB(A);52,0 dB(A);
;18.01.2016   09:28:49;54,1 dB(A);56,0 dB(A);
;18.01.2016   09:28:50;57,6 dB(A);59,1 dB(A);
;18.01.2016   09:28:51;52,6 dB(A);55,5 dB(A);
;18.01.2016   09:28:52;50,9 dB(A);51,5 dB(A);
;18.01.2016   09:28:53;51,0 dB(A);51,2 dB(A);
;18.01.2016   09:28:54;50,6 dB(A);50,9 dB(A);
;18.01.2016   09:28:55;51,7 dB(A);54,8 dB(A);
;18.01.2016   09:28:56;50,3 dB(A);50,6 dB(A);
;18.01.2016   09:28:57;50,2 dB(A);50,6 dB(A);
;18.01.2016   09:28:58;50,4 dB(A);50,8 dB(A);
;18.01.2016   09:28:59;50,7 dB(A);51,2 dB(A);
;18.01.2016   09:29:01;54,1 dB(A);56,4 dB(A);
;18.01.2016   09:29:02;51,6 dB(A);52,0 dB(A);
;18.01.2016   09:29:03;50,5 dB(A);50,7 dB(A);
;18.01.2016   09:29:04;53,8 dB(A);56,6 dB(A);
;18.01.2016   09:29:05;51,7 dB(A);54,0 dB(A);
;18.01.2016   09:29:06;50,4 dB(A);50,7 dB(A);
;18.01.2016   09:29:07;50,3 dB(A);50,6 dB(A);
;18.01.2016   09:29:08;50,7 dB(A);51,5 dB(A);
;18.01.2016   09:29:09;50,3 dB(A);50,8 dB(A);
;18.01.2016   09:29:10;50,4 dB(A);50,9 dB(A);
;18.01.2016   09:29:11;53,7 dB(A);54,9 dB(A);
;18.01.2016   09:29:12;57,4 dB(A);58,8 dB(A);
;18.01.2016   09:29:13;53,3 dB(A);55,9 dB(A);
;18.01.2016   09:29:14;50,9 dB(A);52,2 dB(A);
;18.01.2016   09:29:15;51,0 dB(A);51,8 dB(A);
;18.01.2016   09:29:16;50,4 dB(A);50,7 dB(A);
;18.01.2016   09:29:17;50,3 dB(A);50,6 dB(A);
;18.01.2016   09:29:18;50,1 dB(A);50,2 dB(A);
;18.01.2016   09:29:19;50,4 dB(A);51,2 dB(A);
;18.01.2016   09:29:20;53,9 dB(A);55,1 dB(A);
;18.01.2016   09:29:21;51,2 dB(A);52,5 dB(A);
;18.01.2016   09:29:22;51,1 dB(A);51,6 dB(A);
;18.01.2016   09:29:23;50,2 dB(A);50,6 dB(A);
;18.01.2016   09:29:24;50,4 dB(A);51,0 dB(A);
;18.01.2016   09:29:25;52,3 dB(A);53,6 dB(A);
;18.01.2016   09:29:26;52,1 dB(A);53,5 dB(A);
;18.01.2016   09:29:27;51,2 dB(A);52,1 dB(A);
;18.01.2016   09:29:28;54,5 dB(A);56,0 dB(A);
;18.01.2016   09:29:29;52,3 dB(A);53,9 dB(A);
;18.01.2016   09:29:30;51,1 dB(A);51,8 dB(A);
;18.01.2016   09:29:31;50,6 dB(A);51,0 dB(A);
;18.01.2016   09:29:32;50,4 dB(A);51,0 dB(A);
;18.01.2016   09:29:33;50,3 dB(A);51,5 dB(A);
;18.01.2016   09:29:34;52,4 dB(A);54,7 dB(A);
;18.01.2016   09:29:35;50,3 dB(A);50,6 dB(A);
;18.01.2016   09:29:36;49,9 dB(A);50,3 dB(A);
;18.01.2016   09:29:37;49,2 dB(A);49,8 dB(A);
;18.01.2016   09:29:38;49,9 dB(A);50,3 dB(A);
;18.01.2016   09:29:39;49,7 dB(A);49,9 dB(A);
;18.01.2016   09:29:40;50,2 dB(A);51,3 dB(A);
;18.01.2016   09:29:41;50,2 dB(A);50,8 dB(A);
;18.01.2016   09:29:42;53,2 dB(A);55,4 dB(A);
;18.01.2016   09:29:43;51,0 dB(A);52,1 dB(A);
;18.01.2016   09:29:44;49,9 dB(A);50,5 dB(A);
;18.01.2016   09:29:45;49,8 dB(A);50,1 dB(A);
;18.01.2016   09:29:46;53,5 dB(A);56,7 dB(A);
;18.01.2016   09:29:47;52,9 dB(A);55,7 dB(A);
;18.01.2016   09:29:48;50,9 dB(A);51,1 dB(A);
;18.01.2016   09:29:49;50,1 dB(A);50,7 dB(A);
;18.01.2016   09:29:50;50,3 dB(A);51,1 dB(A);
;18.01.2016   09:29:51;51,0 dB(A);51,6 dB(A);
;18.01.2016   09:29:52;50,8 dB(A);51,2 dB(A);
;18.01.2016   09:29:53;50,9 dB(A);51,9 dB(A);
;18.01.2016   09:29:54;55,4 dB(A);57,4 dB(A);
;18.01.2016   09:29:55;52,8 dB(A);54,4 dB(A);
;18.01.2016   09:29:56;50,6 dB(A);51,1 dB(A);
;18.01.2016   09:29:57;50,5 dB(A);51,2 dB(A);
;18.01.2016   09:29:58;50,4 dB(A);50,7 dB(A);
;18.01.2016   09:29:59;50,7 dB(A);52,6 dB(A);
;18.01.2016   09:30:01;50,2 dB(A);50,9 dB(A);
;18.01.2016   09:30:02;50,0 dB(A);50,4 dB(A);
;18.01.2016   09:30:03;49,8 dB(A);50,0 dB(A);
;18.01.2016   09:30:04;52,1 dB(A);53,6 dB(A);
;18.01.2016   09:30:05;50,9 dB(A);51,3 dB(A);
;18.01.2016   09:30:06;50,4 dB(A);50,7 dB(A);
;18.01.2016   09:30:07;50,1 dB(A);50,5 dB(A);
;18.01.2016   09:30:08;52,1 dB(A);54,2 dB(A);
;18.01.2016   09:30:09;51,5 dB(A);53,3 dB(A);
;18.01.2016   09:30:10;50,5 dB(A);50,8 dB(A);
;18.01.2016   09:30:11;50,4 dB(A);50,8 dB(A);
;18.01.2016   09:30:12;52,5 dB(A);54,7 dB(A);
;18.01.2016   09:30:13;53,3 dB(A);54,4 dB(A);
;18.01.2016   09:30:14;50,4 dB(A);51,3 dB(A);
;18.01.2016   09:30:15;50,4 dB(A);50,6 dB(A);
;18.01.2016   09:30:16;50,6 dB(A);50,9 dB(A);
;18.01.2016   09:30:17;50,5 dB(A);50,9 dB(A);
;18.01.2016   09:30:18;52,8 dB(A);56,7 dB(A);
;18.01.2016   09:30:19;54,4 dB(A);59,6 dB(A);
;18.01.2016   09:30:20;50,5 dB(A);51,0 dB(A);
;18.01.2016   09:30:21;50,8 dB(A);53,0 dB(A);
;18.01.2016   09:30:22;51,4 dB(A);54,3 dB(A);
;18.01.2016   09:30:23;50,9 dB(A);53,3 dB(A);
;18.01.2016   09:30:24;55,0 dB(A);57,4 dB(A);
;18.01.2016   09:30:25;50,7 dB(A);51,1 dB(A);
;18.01.2016   09:30:26;50,3 dB(A);50,5 dB(A);
;18.01.2016   09:30:27;50,3 dB(A);50,9 dB(A);
;18.01.2016   09:30:28;53,6 dB(A);55,7 dB(A);
;18.01.2016   09:30:29;52,3 dB(A);55,1 dB(A);
;18.01.2016   09:30:30;49,9 dB(A);50,1 dB(A);
;18.01.2016   09:30:31;49,7 dB(A);50,1 dB(A);
;18.01.2016   09:30:32;49,4 dB(A);49,7 dB(A);
;18.01.2016   09:30:33;51,2 dB(A);53,6 dB(A);
;18.01.2016   09:30:34;54,9 dB(A);56,4 dB(A);
;18.01.2016   09:30:35;51,8 dB(A);53,7 dB(A);
;18.01.2016   09:30:36;50,0 dB(A);50,5 dB(A);
;18.01.2016   09:30:37;49,5 dB(A);50,1 dB(A);
;18.01.2016   09:30:38;49,4 dB(A);49,6 dB(A);
;18.01.2016   09:30:39;52,2 dB(A);56,1 dB(A);
;18.01.2016   09:30:40;56,2 dB(A);57,7 dB(A);
;18.01.2016   09:30:41;51,2 dB(A);54,0 dB(A);
;18.01.2016   09:30:42;50,0 dB(A);50,4 dB(A);
;18.01.2016   09:30:43;50,5 dB(A);51,0 dB(A);
;18.01.2016   09:30:44;50,1 dB(A);50,6 dB(A);
;18.01.2016   09:30:45;50,0 dB(A);50,4 dB(A);
;18.01.2016   09:30:46;50,1 dB(A);50,5 dB(A);
;18.01.2016   09:30:47;49,9 dB(A);50,1 dB(A);
;18.01.2016   09:30:48;49,7 dB(A);50,1 dB(A);
;18.01.2016   09:30:49;52,1 dB(A);53,5 dB(A);
;18.01.2016   09:30:50;55,9 dB(A);57,6 dB(A);
;18.01.2016   09:30:51;56,1 dB(A);56,9 dB(A);
;18.01.2016   09:30:52;53,6 dB(A);55,2 dB(A);
;18.01.2016   09:30:53;49,8 dB(A);50,3 dB(A);
;18.01.2016   09:30:54;49,6 dB(A);49,9 dB(A);
;18.01.2016   09:30:55;49,6 dB(A);50,0 dB(A);
;18.01.2016   09:30:56;49,6 dB(A);50,1 dB(A);
;18.01.2016   09:30:57;50,3 dB(A);51,9 dB(A);
;18.01.2016   09:30:58;49,7 dB(A);50,0 dB(A);
;18.01.2016   09:30:59;50,8 dB(A);52,2 dB(A);
;18.01.2016   09:31:01;59,0 dB(A);62,3 dB(A);
;18.01.2016   09:31:02;52,0 dB(A);52,8 dB(A);
;18.01.2016   09:31:03;51,5 dB(A);52,5 dB(A);
;18.01.2016   09:31:04;51,4 dB(A);53,2 dB(A);
;18.01.2016   09:31:05;49,8 dB(A);50,1 dB(A);
;18.01.2016   09:31:06;49,5 dB(A);49,9 dB(A);
;18.01.2016   09:31:07;49,6 dB(A);50,0 dB(A);
;18.01.2016   09:31:08;50,1 dB(A);50,3 dB(A);
;18.01.2016   09:31:09;49,6 dB(A);49,9 dB(A);
;18.01.2016   09:31:10;49,9 dB(A);50,9 dB(A);
;18.01.2016   09:31:11;49,8 dB(A);51,3 dB(A);
;18.01.2016   09:31:12;49,5 dB(A);49,9 dB(A);
;18.01.2016   09:31:13;49,5 dB(A);49,9 dB(A);
;18.01.2016   09:31:14;49,6 dB(A);49,8 dB(A);
;18.01.2016   09:31:15;50,1 dB(A);53,2 dB(A);
;18.01.2016   09:31:16;50,8 dB(A);52,7 dB(A);
;18.01.2016   09:31:17;49,4 dB(A);49,9 dB(A);
;18.01.2016   09:31:18;52,0 dB(A);52,7 dB(A);
;18.01.2016   09:31:19;57,4 dB(A);60,7 dB(A);
;18.01.2016   09:31:20;53,7 dB(A);56,7 dB(A);
;18.01.2016   09:31:21;50,6 dB(A);51,9 dB(A);
;18.01.2016   09:31:22;50,2 dB(A);50,8 dB(A);
;18.01.2016   09:31:23;50,3 dB(A);50,7 dB(A);
;18.01.2016   09:31:24;50,9 dB(A);52,6 dB(A);
;18.01.2016   09:31:25;49,6 dB(A);50,0 dB(A);
;18.01.2016   09:31:26;51,6 dB(A);54,0 dB(A);
;18.01.2016   09:31:27;60,5 dB(A);62,0 dB(A);
;18.01.2016   09:31:28;61,1 dB(A);62,2 dB(A);
;18.01.2016   09:31:29;57,6 dB(A);59,4 dB(A);
;18.01.2016   09:31:30;50,7 dB(A);51,3 dB(A);
;18.01.2016   09:31:31;49,9 dB(A);50,5 dB(A);
;18.01.2016   09:31:32;50,5 dB(A);51,0 dB(A);
;18.01.2016   09:31:33;50,5 dB(A);50,9 dB(A);
;18.01.2016   09:31:34;50,6 dB(A);51,2 dB(A);
;18.01.2016   09:31:35;50,5 dB(A);50,9 dB(A);
;18.01.2016   09:31:36;50,2 dB(A);50,5 dB(A);
;18.01.2016   09:31:37;50,1 dB(A);50,6 dB(A);
;18.01.2016   09:31:38;50,0 dB(A);50,2 dB(A);
;18.01.2016   09:31:39;51,8 dB(A);53,1 dB(A);
;18.01.2016   09:31:40;54,0 dB(A);55,6 dB(A);
;18.01.2016   09:31:41;53,1 dB(A);53,8 dB(A);
;18.01.2016   09:31:42;50,3 dB(A);50,8 dB(A);
;18.01.2016   09:31:43;49,7 dB(A);50,1 dB(A);
;18.01.2016   09:31:44;49,9 dB(A);50,4 dB(A);
;18.01.2016   09:31:45;50,1 dB(A);51,0 dB(A);
;18.01.2016   09:31:46;51,0 dB(A);53,1 dB(A);
;18.01.2016   09:31:47;55,3 dB(A);58,3 dB(A);
;18.01.2016   09:31:48;51,1 dB(A);52,9 dB(A);
;18.01.2016   09:31:49;49,0 dB(A);49,5 dB(A);
;18.01.2016   09:31:50;49,2 dB(A);49,7 dB(A);
;18.01.2016   09:31:51;49,1 dB(A);49,3 dB(A);
;18.01.2016   09:31:52;49,0 dB(A);49,3 dB(A);
;18.01.2016   09:31:53;51,1 dB(A);52,1 dB(A);
;18.01.2016   09:31:54;57,6 dB(A);59,8 dB(A);
;18.01.2016   09:31:55;52,8 dB(A);56,8 dB(A);
;18.01.2016   09:31:56;49,1 dB(A);49,5 dB(A);
;18.01.2016   09:31:57;49,1 dB(A);49,2 dB(A);
;18.01.2016   09:31:58;48,9 dB(A);49,4 dB(A);
;18.01.2016   09:31:59;48,9 dB(A);49,2 dB(A);
;18.01.2016   09:32:01;48,8 dB(A);49,1 dB(A);
;18.01.2016   09:32:02;48,6 dB(A);49,0 dB(A);
;18.01.2016   09:32:03;52,6 dB(A);57,0 dB(A);
;18.01.2016   09:32:04;54,7 dB(A);56,6 dB(A);
;18.01.2016   09:32:05;51,5 dB(A);54,2 dB(A);
;18.01.2016   09:32:06;48,5 dB(A);48,9 dB(A);
;18.01.2016   09:32:07;48,7 dB(A);49,0 dB(A);
;18.01.2016   09:32:08;48,5 dB(A);48,7 dB(A);
;18.01.2016   09:32:09;48,7 dB(A);48,9 dB(A);
;18.01.2016   09:32:10;51,6 dB(A);54,6 dB(A);
;18.01.2016   09:32:11;53,0 dB(A);54,3 dB(A);
;18.01.2016   09:32:12;49,7 dB(A);50,4 dB(A);
;18.01.2016   09:32:13;49,1 dB(A);49,3 dB(A);
;18.01.2016   09:32:14;49,2 dB(A);49,6 dB(A);
;18.01.2016   09:32:15;49,0 dB(A);49,3 dB(A);
;18.01.2016   09:32:16;50,2 dB(A);51,9 dB(A);
;18.01.2016   09:32:17;57,6 dB(A);60,5 dB(A);
;18.01.2016   09:32:18;51,0 dB(A);54,1 dB(A);
;18.01.2016   09:32:19;49,7 dB(A);50,1 dB(A);
;18.01.2016   09:32:20;49,3 dB(A);49,5 dB(A);
;18.01.2016   09:32:21;49,2 dB(A);49,5 dB(A);
;18.01.2016   09:32:22;49,1 dB(A);49,7 dB(A);
;18.01.2016   09:32:23;50,4 dB(A);53,8 dB(A);
;18.01.2016   09:32:24;49,7 dB(A);50,8 dB(A);
;18.01.2016   09:32:25;50,4 dB(A);52,4 dB(A);
;18.01.2016   09:32:26;54,0 dB(A);55,4 dB(A);
;18.01.2016   09:32:27;50,6 dB(A);51,4 dB(A);
;18.01.2016   09:32:28;49,3 dB(A);49,6 dB(A);
;18.01.2016   09:32:29;49,0 dB(A);49,3 dB(A);
;18.01.2016   09:32:30;49,4 dB(A);50,4 dB(A);
;18.01.2016   09:32:31;49,0 dB(A);49,3 dB(A);
;18.01.2016   09:32:32;52,5 dB(A);55,6 dB(A);
;18.01.2016   09:32:33;54,8 dB(A);57,0 dB(A);
;18.01.2016   09:32:34;54,2 dB(A);56,6 dB(A);
;18.01.2016   09:32:35;49,0 dB(A);49,4 dB(A);
;18.01.2016   09:32:36;49,0 dB(A);49,5 dB(A);
;18.01.2016   09:32:37;49,0 dB(A);49,2 dB(A);
;18.01.2016   09:32:38;49,1 dB(A);49,3 dB(A);
;18.01.2016   09:32:39;48,8 dB(A);48,9 dB(A);
;18.01.2016   09:32:40;50,0 dB(A);51,5 dB(A);
;18.01.2016   09:32:41;54,8 dB(A);57,4 dB(A);
;18.01.2016   09:32:42;53,3 dB(A);56,9 dB(A);
;18.01.2016   09:32:43;49,1 dB(A);49,9 dB(A);
;18.01.2016   09:32:44;48,5 dB(A);48,8 dB(A);
;18.01.2016   09:32:45;49,4 dB(A);52,6 dB(A);
;18.01.2016   09:32:46;49,0 dB(A);51,2 dB(A);
;18.01.2016   09:32:47;48,1 dB(A);48,4 dB(A);
;18.01.2016   09:32:48;48,2 dB(A);49,1 dB(A);
;18.01.2016   09:32:49;48,1 dB(A);48,4 dB(A);
;18.01.2016   09:32:50;47,9 dB(A);48,5 dB(A);
;18.01.2016   09:32:51;48,1 dB(A);48,5 dB(A);
;18.01.2016   09:32:52;48,1 dB(A);48,6 dB(A);
;18.01.2016   09:32:53;50,0 dB(A);51,0 dB(A);
;18.01.2016   09:32:54;52,0 dB(A);53,6 dB(A);
;18.01.2016   09:32:55;53,4 dB(A);55,7 dB(A);
;18.01.2016   09:32:56;50,2 dB(A);51,8 dB(A);
;18.01.2016   09:32:57;48,2 dB(A);48,6 dB(A);
;18.01.2016   09:32:58;47,8 dB(A);48,3 dB(A);
;18.01.2016   09:32:59;54,3 dB(A);59,7 dB(A);
;18.01.2016   09:33:01;47,7 dB(A);49,0 dB(A);
;18.01.2016   09:33:02;48,8 dB(A);49,2 dB(A);
;18.01.2016   09:33:03;49,9 dB(A);50,6 dB(A);
;18.01.2016   09:33:04;52,4 dB(A);53,8 dB(A);
;18.01.2016   09:33:05;52,7 dB(A);54,3 dB(A);
;18.01.2016   09:33:06;53,7 dB(A);55,2 dB(A);
;18.01.2016   09:33:07;50,3 dB(A);54,5 dB(A);
;18.01.2016   09:33:08;51,9 dB(A);55,1 dB(A);
;18.01.2016   09:33:09;49,1 dB(A);49,4 dB(A);
;18.01.2016   09:33:10;48,9 dB(A);49,4 dB(A);
;18.01.2016   09:33:11;50,9 dB(A);53,7 dB(A);
;18.01.2016   09:33:12;48,6 dB(A);48,9 dB(A);
;18.01.2016   09:33:13;49,4 dB(A);50,5 dB(A);
;18.01.2016   09:33:14;49,4 dB(A);50,1 dB(A);
;18.01.2016   09:33:15;49,0 dB(A);49,2 dB(A);
;18.01.2016   09:33:16;49,3 dB(A);49,6 dB(A);
;18.01.2016   09:33:17;48,9 dB(A);49,4 dB(A);
;18.01.2016   09:33:18;49,2 dB(A);50,6 dB(A);
;18.01.2016   09:33:19;52,1 dB(A);54,6 dB(A);
;18.01.2016   09:33:20;52,9 dB(A);55,5 dB(A);
;18.01.2016   09:33:21;50,2 dB(A);52,2 dB(A);
;18.01.2016   09:33:22;48,4 dB(A);48,9 dB(A);
;18.01.2016   09:33:23;48,5 dB(A);49,0 dB(A);
;18.01.2016   09:33:24;48,7 dB(A);49,1 dB(A);
;18.01.2016   09:33:25;48,9 dB(A);51,0 dB(A);
;18.01.2016   09:33:26;51,9 dB(A);53,4 dB(A);
;18.01.2016   09:33:27;50,6 dB(A);52,9 dB(A);
;18.01.2016   09:33:28;48,9 dB(A);49,2 dB(A);
;18.01.2016   09:33:29;49,8 dB(A);51,7 dB(A);
;18.01.2016   09:33:30;50,4 dB(A);51,6 dB(A);
;18.01.2016   09:33:31;52,8 dB(A);54,2 dB(A);
;18.01.2016   09:33:32;51,8 dB(A);53,5 dB(A);
;18.01.2016   09:33:33;51,4 dB(A);51,8 dB(A);
;18.01.2016   09:33:34;51,6 dB(A);52,7 dB(A);
;18.01.2016   09:33:35;51,3 dB(A);53,0 dB(A);
;18.01.2016   09:33:36;48,7 dB(A);49,6 dB(A);
;18.01.2016   09:33:37;48,6 dB(A);48,8 dB(A);
;18.01.2016   09:33:38;49,1 dB(A);49,5 dB(A);
;18.01.2016   09:33:39;48,6 dB(A);49,0 dB(A);
;18.01.2016   09:33:40;48,2 dB(A);48,6 dB(A);
;18.01.2016   09:33:41;48,3 dB(A);48,6 dB(A);
;18.01.2016   09:33:42;48,0 dB(A);48,4 dB(A);
;18.01.2016   09:33:43;48,4 dB(A);48,8 dB(A);
;18.01.2016   09:33:44;48,7 dB(A);48,9 dB(A);
;18.01.2016   09:33:45;48,8 dB(A);49,2 dB(A);
;18.01.2016   09:33:46;48,8 dB(A);49,1 dB(A);
;18.01.2016   09:33:47;48,8 dB(A);49,4 dB(A);
;18.01.2016   09:33:48;48,8 dB(A);49,4 dB(A);
;18.01.2016   09:33:49;51,6 dB(A);54,4 dB(A);
;18.01.2016   09:33:50;52,5 dB(A);54,5 dB(A);
;18.01.2016   09:33:51;51,0 dB(A);51,3 dB(A);
;18.01.2016   09:33:52;49,5 dB(A);49,9 dB(A);
;18.01.2016   09:33:53;49,7 dB(A);50,5 dB(A);
;18.01.2016   09:33:54;52,1 dB(A);53,0 dB(A);
;18.01.2016   09:33:55;50,2 dB(A);52,5 dB(A);
;18.01.2016   09:33:56;48,3 dB(A);49,1 dB(A);
;18.01.2016   09:33:57;48,5 dB(A);49,1 dB(A);
;18.01.2016   09:33:58;48,3 dB(A);48,9 dB(A);
;18.01.2016   09:33:59;52,0 dB(A);53,4 dB(A);
;18.01.2016   09:34:01;48,5 dB(A);49,1 dB(A);
;18.01.2016   09:34:02;47,8 dB(A);48,2 dB(A);
;18.01.2016   09:34:03;47,7 dB(A);48,2 dB(A);
;18.01.2016   09:34:04;50,3 dB(A);53,7 dB(A);
;18.01.2016   09:34:05;49,5 dB(A);51,7 dB(A);
;18.01.2016   09:34:06;48,8 dB(A);49,2 dB(A);
;18.01.2016   09:34:07;52,1 dB(A);55,0 dB(A);
;18.01.2016   09:34:08;49,2 dB(A);50,4 dB(A);
;18.01.2016   09:34:09;49,0 dB(A);49,5 dB(A);
;18.01.2016   09:34:10;48,9 dB(A);49,3 dB(A);
;18.01.2016   09:34:11;53,3 dB(A);55,8 dB(A);
;18.01.2016   09:34:12;50,1 dB(A);52,8 dB(A);
;18.01.2016   09:34:13;49,0 dB(A);49,4 dB(A);
;18.01.2016   09:34:14;52,0 dB(A);54,7 dB(A);
;18.01.2016   09:34:15;50,1 dB(A);50,8 dB(A);
;18.01.2016   09:34:16;49,2 dB(A);49,5 dB(A);
;18.01.2016   09:34:17;51,7 dB(A);54,2 dB(A);
;18.01.2016   09:34:18;48,4 dB(A);49,0 dB(A);
;18.01.2016   09:34:19;47,9 dB(A);48,2 dB(A);
;18.01.2016   09:34:20;49,0 dB(A);50,8 dB(A);
;18.01.2016   09:34:21;48,1 dB(A);48,5 dB(A);
;18.01.2016   09:34:22;48,4 dB(A);49,8 dB(A);
;18.01.2016   09:34:23;51,9 dB(A);53,3 dB(A);
;18.01.2016   09:34:24;49,0 dB(A);50,0 dB(A);
;18.01.2016   09:34:25;48,3 dB(A);48,5 dB(A);
;18.01.2016   09:34:26;48,0 dB(A);48,3 dB(A);
;18.01.2016   09:34:27;49,4 dB(A);51,9 dB(A);
;18.01.2016   09:34:28;50,9 dB(A);52,5 dB(A);
;18.01.2016   09:34:29;49,3 dB(A);49,8 dB(A);
;18.01.2016   09:34:30;49,0 dB(A);49,5 dB(A);
